paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year,direct_article_id,direct_id_sources,direct_id_values,direct_id_conflict,query_signature
P00129034,한국 『2021~2025년 국방중기계획』 주요 내용,한국군사문제연구원,KIMA News letter,2020,,,,False,한국20212025년국방중기계획주요내용||한국군사문제연구원||kimanewsletter||2020
P00129050,제7차 북한 핵실험 준비의 의미와 한미 억제전략의 과제,김정섭,정세와 정책,2022,,,,False,제7차북한핵실험준비의의미와한미억제전략의과제||김정섭||정세와정책||2022
P00129052,한국과 일본의 북핵 대응태세 비교와 함의,박휘락,한국동북아논총,2019,,,,False,한국과일본의북핵대응태세비교와함의||박휘락||한국동북아논총||2019
P00129062,독일의 인터넷 비밀수사에 관한 논의와 그 시사점,강수경,법학논총,2018,,,,False,독일의인터넷비밀수사에관한논의와그시사점||강수경||법학논총||2018
P00129063,국가의 국민안전보장의무,김대환,공법학연구,2014,,,,False,국가의국민안전보장의무||김대환||공법학연구||2014
P00129064,통신비밀의 헌법상 보호와 관련 법제도에 관한 고찰,김일환,형사정책,2004,,,,False,통신비밀의헌법상보호와관련법제도에관한고찰||김일환||형사정책||2004
P00129065,안보 목적의 해외정보 온라인 수집을 위한 법제도 연구,김창섭,국가정보연구,2021,,,,False,안보목적의해외정보온라인수집을위한법제도연구||김창섭||국가정보연구||2021
P00129066,안보위협 최신 암호통신에 관한 대응방안 연구,김창섭,국가안보와 전략,2021,ART002759038,paper_uid,ART002759038,False,안보위협최신암호통신에관한대응방안연구||김창섭||국가안보와전략||2021
P00129067,영국의 사이버 안보 법제 변천 과정 및 시사점,이해원,법학연구,2018,,,,False,영국의사이버안보법제변천과정및시사점||이해원||법학연구||2018
P00129068,사이버안보 법제도 개선 방안의 제언: 호주의 사례를 중심으로,이해원,법학논고,2019,,,,False,사이버안보법제도개선방안의제언호주의사례를중심으로||이해원||법학논고||2019
P00129069,사이버 안보 관련 법안은 왜 표류하는가?,허재영,한국정당학회보,2019,ART002508282,paper_uid,ART002508282,False,사이버안보관련법안은왜표류하는가||허재영||한국정당학회보||2019
P00129075,미·중·EU의 국가·경제·기술안보 전략과 시사점,백서인,STEPI Insight,2022,,,,False,미중eu의국가경제기술안보전략과시사점||백서인||stepiinsight||2022
P00129076,지경학의 시대: 주체,신욱희,구조와 안보,경제의 수평적 상호작용,,,,False,지경학의시대주체||신욱희||구조와안보||
P00129079,경제안보를 위한 일본의 전략기술 확보전략 및 시사점,최해옥,STEPI Insight,2022,,,,False,경제안보를위한일본의전략기술확보전략및시사점||최해옥||stepiinsight||2022
P00129088,루소의 국제정치관과 평화사상,김용민,국가전략,2006,ART000995588,paper_uid,ART000995588,False,루소의국제정치관과평화사상||김용민||국가전략||2006
P00129089,장-자크 루소의 자기 편애의 추론적 역사학 : 혁명과 전쟁,안두환,정치사상연구,2021,ART002778962,paper_uid,ART002778962,False,장자크루소의자기편애의추론적역사학혁명과전쟁||안두환||정치사상연구||2021
P00129119,시진핑 2기 정부의 외교 전망: 중국공산당 19차 전국대표대회 정치보고를 중심으로,서정경,국가전략,2018,ART002320653,paper_uid,ART002320653,False,시진핑2기정부의외교전망중국공산당19차전국대표대회정치보고를중심으로||서정경||국가전략||2018
P00129134,"중국의 대(對)주변국 군사 분쟁을 통해서 본 ‘적극방어’ 군사전략의 특징, 함의",김재엽,군사,2018,,,,False,중국의대주변국군사분쟁을통해서본적극방어군사전략의특징함의||김재엽||군사||2018
P00129135,중국의 군사력 증강(强軍夢)에 따른 한국의 전략적 대응방향: 한국의 안보정책방향과 군사대응전략을 중심으로,김태성,한국동북아논총,2018,,,,False,중국의군사력증강에따른한국의전략적대응방향한국의안보정책방향과군사대응전략을중심으로||김태성||한국동북아논총||2018
P00129136,인공지능에 기반한 중국의 군사혁신: 지능화군 건설을 중심으로,나호영,한국군사학논집,2020,,,,False,인공지능에기반한중국의군사혁신지능화군건설을중심으로||나호영||한국군사학논집||2020
P00129137,전통적·비전통적 안보 문제와 군사혁신 방안 연구 : 합동 신속 대응부대 창설 시 효과 분석,문장권,군사연구,2020,,,,False,전통적비전통적안보문제와군사혁신방안연구합동신속대응부대창설시효과분석||문장권||군사연구||2020
P00129138,중국 우주개발의 의미와 영향: 정치,박병광,군사적 함의를 중심으로,국가전략,,,,False,중국우주개발의의미와영향정치||박병광||군사적함의를중심으로||
P00129139,중국의 우주군사력 발전에 관한 연구,박병광,국가전략,2009,ART001393539,paper_uid,ART001393539,False,중국의우주군사력발전에관한연구||박병광||국가전략||2009
P00129140,동북아시아의 우주군사화와 한반도 안보: 한국공군에 대한 시사점,박병광,국방연구,2012,,,,False,동북아시아의우주군사화와한반도안보한국공군에대한시사점||박병광||국방연구||2012
P00129141,중국인민해방군의 군사혁신(RMA)과 군현대화,박창희,국방연구,2007,,,,False,중국인민해방군의군사혁신rma과군현대화||박창희||국방연구||2007
P00129143,군사혁신(RMA)의 전파와 미중 군사혁신 경쟁: 19세기 후반 프러시아-독일 모델의 전파와 21세기 동북아 군사질서,설인효,국제정치논총,2012,ART001702375,paper_uid,ART001702375,False,군사혁신rma의전파와미중군사혁신경쟁19세기후반프러시아독일모델의전파와21세기동북아군사질서||설인효||국제정치논총||2012
P00129144,"시진핑 시기 중국특색 군사변혁의 함의 - 중국 국가 및 군사전략, 군 구조개편 방향의 상호연계성을 중심으로 -",심현섭,군사,2017,,,,False,시진핑시기중국특색군사변혁의함의중국국가및군사전략군구조개편방향의상호연계성을중심으로||심현섭||군사||2017
P00129145,"중국의 일대일로(一帶一路), 지경학과 지정학의 동학",이동률,세계지역연구논총,2021,,,,False,중국의일대일로지경학과지정학의동학||이동률||세계지역연구논총||2021
P00129147,중국의 인공지능(AI) 정책과 군사현대화에 관한 연구 ―AI 기술의 군사적 활용을 중심으로―,양정학,한일군사문화연구,2021,,,,False,중국의인공지능ai정책과군사현대화에관한연구ai기술의군사적활용을중심으로||양정학||한일군사문화연구||2021
P00129148,중국의 우주기술 발전 및 전망,임강희,국방과 기술,2020,,,,False,중국의우주기술발전및전망||임강희||국방과기술||2020
P00129149,중국 국방과학기술의 컨트롤타워 국가국방과기공업국,임강희,국방과 기술,2021,,,,False,중국국방과학기술의컨트롤타워국가국방과기공업국||임강희||국방과기술||2021
P00129150,시진핑 시대 중국의 군사혁신 연구: 육군의 군사혁신 전략을 중심으로,차정미,국제정치논총,2021,,,,False,시진핑시대중국의군사혁신연구육군의군사혁신전략을중심으로||차정미||국제정치논총||2021
P00129170,혁명전쟁의 이론적 고찰과 현재적 함의,김태현,동아연구,2012,,,,False,혁명전쟁의이론적고찰과현재적함의||김태현||동아연구||2012
P00129174,경애하는 최고령도자 김정은 동지의 주체적인 군건설사상과 탁월한 령군술은 혁명무력건설의 생명선,오진명,과학연구,2020,,,,False,경애하는최고령도자김정은동지의주체적인군건설사상과탁월한령군술은혁명무력건설의생명선||오진명||과학연구||2020
P00129175,북한의 혁명전쟁이론으로 본 북한 핵무력 : 군사사상의 기능을 중심으로,유판덕,접경지역통일연구,2018,,,,False,북한의혁명전쟁이론으로본북한핵무력군사사상의기능을중심으로||유판덕||접경지역통일연구||2018
P00129178,미국의 신패권주의와 한반도 전쟁위기 및 새로운 패러다임,강정구,민주사회와정책연구,2003,,,,False,미국의신패권주의와한반도전쟁위기및새로운패러다임||강정구||민주사회와정책연구||2003
P00129179,미중 패권 갈등이 한반도 평화에 미치는 영향,고영은,신학과 목회,2020,,,,False,미중패권갈등이한반도평화에미치는영향||고영은||신학과목회||2020
P00129180,中美關系变化와 韓半島平和,곽덕환,사회과학연구,2012,,,,False,와||곽덕환||사회과학연구||2012
P00129182,베트남전쟁 유발요인 분석,권기수,한국동북아논총,2002,,,,False,베트남전쟁유발요인분석||권기수||한국동북아논총||2002
P00129183,남북한 군사력 비교·평가와 한국군의 대비과제,김강녕,군사논단,2021,,,,False,남북한군사력비교평가와한국군의대비과제||김강녕||군사논단||2021
P00129184,사회과학연구에 있어서 경험적 근거의 방법론적조형: 입증과 논박의 선험성,김웅진,현대정치연구,2018,ART002339746,paper_uid,ART002339746,False,사회과학연구에있어서경험적근거의방법론적조형입증과논박의선험성||김웅진||현대정치연구||2018
P00129186,남북한 전쟁지도체제의 형성 및 변화에 관한 비교 연구,김정기,군사연구,2015,,,,False,남북한전쟁지도체제의형성및변화에관한비교연구||김정기||군사연구||2015
P00129188,6.25전쟁(1950~1953년)과 핵미사일 갈등(2017~2018년) 비교 연구: 개시(조건과 요인)와 정지(협상 과정 및 의제)를 중심으로,김정기,국방연구,2022,,,,False,625전쟁19501953년과핵미사일갈등20172018년비교연구개시조건과요인와정지협상과정및의제를중심으로||김정기||국방연구||2022
P00129189,혼합사례분석안을 통한 교차사례분석: 피지⋅바누아투⋅사모아 의회정치의 안정성 결정인자탐색,김지희,비교민주주의연구,2013,ART001827879,paper_uid,ART001827879,False,혼합사례분석안을통한교차사례분석피지바누아투사모아의회정치의안정성결정인자탐색||김지희||비교민주주의연구||2013
P00129191,국제지역분쟁과 약소국: 한반도의 분단과 한국전쟁 도발에 남북한이 미친영향의 연구,김학준,국제정치논총,1977,,,,False,국제지역분쟁과약소국한반도의분단과한국전쟁도발에남북한이미친영향의연구||김학준||국제정치논총||1977
P00129192,북한의 6차 핵실험 이후 트럼프 미행정부의 대한반도 정책의 변화와 전망,남성욱,통일전략,2017,,,,False,북한의6차핵실험이후트럼프미행정부의대한반도정책의변화와전망||남성욱||통일전략||2017
P00129195,"중국군 참전 이후의 재역전과 변화 2 : 스탈린, 모택동, 팽덕회, 김일성의구상과 전략",박명림,전략연구,2000,,,,False,중국군참전이후의재역전과변화2스탈린모택동팽덕회김일성의구상과전략||박명림||전략연구||2000
